entry_time,exit_time,position_type,entry_zscore,exit_zscore,entry_spread,exit_spread,entry_b3_price,entry_moex_price,exit_b3_price,exit_moex_price,pnl,commission,net_pnl,exit_fill_time_ms
2025-11-25 18:28:11.683384064,2025-11-25 18:34:04.798108160,SHORT_SPREAD,4.955001343591172,-0.8850163420359423,43.0,51.399999999999636,4204.0,4161.0,4210.0,4158.6,-8.399999999999636,0.4,-8.799999999999637,4330.838
2025-11-25 20:28:41.894702080,2025-11-26 14:46:47.111713792,LONG_SPREAD,-5.356867873731357,4.749006520942999,57.19999999999982,53.5,4204.5,4147.3,4218.5,4165.0,-3.699999999999818,0.4,-4.0999999999998185,4666.919
2025-11-26 15:40:22.612369152,2025-11-26 16:47:57.399285248,LONG_SPREAD,-4.383074625814032,4.58062831066625,38.75,39.0,4215.75,4177.0,4224.5,4185.5,0.25,0.4,-0.15000000000000002,4331.176
2025-12-01 14:01:12.673836032,2025-12-01 14:41:19.530513920,LONG_SPREAD,-1.51925100406374,5.856321878171309,32.55000000000018,22.274999999999636,4296.75,4264.2,4276.375,4254.1,-10.275000000000546,0.4,-10.675000000000546,4999.757
2025-12-01 14:41:42.851529984,2025-12-03 12:00:39.211692288,SHORT_SPREAD,6.599562839926787,-11.772903484804784,25.024999999999636,32.44999999999982,4276.125,4251.1,4265.25,4232.8,-7.425000000000182,0.4,-7.825000000000182,3664.654
2025-12-03 13:51:36.429307648,2025-12-03 14:02:16.654139136,LONG_SPREAD,-6.079107622047633,3.977049309079117,22.225000000000364,22.0,4270.625,4248.4,4284.0,4262.0,-0.2250000000003638,0.4,-0.6250000000003638,4332.616
2025-12-03 17:39:18.847778048,2025-12-03 17:48:55.925858048,LONG_SPREAD,-4.159402589783459,3.856825719639427,18.300000000000182,20.149999999999636,4256.0,4237.7,4257.75,4237.6,1.8499999999994543,0.4,1.4499999999994544,4660.295999999999
2025-12-05 18:22:21.032043008,2025-12-08 13:29:56.164169984,SHORT_SPREAD,4.458714748710281,-11.295059512206995,20.225000000000364,19.600000000000364,4265.625,4245.4,4254.0,4234.4,0.625,0.4,0.22499999999999998,5000.357
2025-12-08 18:27:58.253810688,2025-12-08 18:52:51.208196096,SHORT_SPREAD,5.662312732287343,-10.437653867867958,18.550000000000182,17.324999999999818,4237.25,4218.7,4237.625,4220.3,1.2250000000003638,0.4,0.8250000000003638,3999.663
2025-12-08 18:53:19.284929024,2025-12-09 12:33:08.768450048,LONG_SPREAD,-7.184798493030813,8.790969050560884,14.0,13.25,4234.0,4220.0,4251.25,4238.0,-0.75,0.4,-1.15,999.6310000000001
2025-12-09 12:33:21.426808064,2025-12-09 12:33:33.748151040,LONG_SPREAD,-9.319973354476478,7.353438435373986,10.75,10.050000000000182,4248.25,4237.5,4248.25,4238.2,-0.6999999999998181,0.4,-1.099999999999818,4995.4890000000005
2025-12-09 12:33:37.745457920,2025-12-09 12:33:39.076719104,LONG_SPREAD,-7.747925846572188,6.717049547252024,10.75,10.25,4248.25,4237.5,4248.25,4238.0,-0.5,0.4,-0.9,331.781
2025-12-09 12:33:41.743292928,2025-12-09 12:33:44.074725888,LONG_SPREAD,-6.938020117426876,6.158734174189313,10.75,10.25,4248.25,4237.5,4248.25,4238.0,-0.5,0.4,-0.9,1998.926
2025-12-09 12:33:46.071723008,2025-12-09 12:33:47.405126912,LONG_SPREAD,-6.300534988331565,5.683611827772335,10.850000000000364,10.149999999999636,4248.25,4237.4,4248.25,4238.1,-0.7000000000007276,0.4,-1.1000000000007275,332.78999999999996
2025-12-09 12:33:53.067277824,2025-12-09 12:33:54.401087232,LONG_SPREAD,-5.794232340205263,5.358631047631521,10.949999999999818,10.25,4248.25,4237.3,4248.25,4238.0,-0.6999999999998181,0.4,-1.099999999999818,666.728
2025-12-09 12:33:57.731369728,2025-12-09 12:34:02.063002368,LONG_SPREAD,-5.421654424767528,5.057102115272394,10.949999999999818,10.25,4248.25,4237.3,4248.25,4238.0,-0.6999999999998181,0.4,-1.099999999999818,2666.973
2025-12-09 12:34:10.722587136,2025-12-09 17:46:50.949750016,SHORT_SPREAD,4.827897598352635,-0.38259374949842534,16.100000000000364,19.300000000000182,4254.0,4237.9,4265.0,4245.7,-3.199999999999818,0.4,-3.599999999999818,0.0
